Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc), Year
59,Jun 8,@,MIN,"L,5-7",41,40,5,14,1,0,0,5,1,0,5,0,0,0,0,1,0,0,.267,.323,.401,.725,9,9,R,R.Nolasco (29),2016
60,Jun 9,@,MIN,"W,10-3",45,44,10,18,3,0,1,9,0,0,7,1,0,0,0,1,0,0,.270,.325,.405,.730,8,11,R,E.Santana (38),2016
61,Jun 10,@,ARI,"W,8-6",40,36,8,9,2,1,1,8,4,0,8,0,0,0,0,0,0,0,.270,.325,.405,.730,5,16,L,P.Corbin (51),2016
62,Jun 11,@,ARI,"L,3-5",40,36,3,9,0,1,2,3,3,0,6,1,0,0,1,1,0,0,.269,.325,.406,.732,10,14,R,Z.Godley (56),2016
63,Jun 12,@,ARI,"L,0-6",29,27,0,3,0,0,0,0,2,0,6,0,0,0,0,3,0,0,.268,.323,.403,.726,2,13,L,R.Ray (78),2016
64,Jun 13,@,SDP,"W,13-4",52,44,13,19,3,1,1,13,6,0,12,1,1,0,0,1,0,0,.271,.327,.407,.734,12,15,R,C.Rea (14),2016
65,Jun 14,@,SDP,"W,5-2",38,33,5,6,1,0,1,5,5,0,6,0,0,0,0,0,0,0,.269,.327,.405,.732,6,13,L,D.Pomeranz (38),2016
66,Jun 15,@,SDP,"L,3-6",38,34,3,9,1,0,0,3,2,1,5,1,0,1,0,1,0,0,.269,.327,.404,.730,8,16,R,L.Perdomo (50),2016
67,Jun 17,,COL,"W,5-1",36,32,5,9,1,0,1,5,4,0,7,0,0,0,0,1,0,0,.270,.327,.404,.731,7,16,R,J.Gray (54),2016
68,Jun 18,,COL,"W,9-6",44,38,9,17,2,1,2,9,5,0,6,0,0,1,0,1,0,0,.272,.330,.409,.739,11,18,R,T.Chatwood (34),2016
69,Jun 19,,COL,"W,3-0",32,31,3,8,0,0,1,3,1,0,7,0,0,0,0,1,0,0,.272,.329,.408,.737,5,14,L,T.Anderson (56),2016
70,Jun 20,,COL,"L,3-5",36,32,3,7,2,0,3,3,3,0,7,1,0,0,1,3,1,0,.272,.329,.410,.739,6,16,L,J.De La Rosa (51),2016
71,Jun 21,,ATL,"L,2-3",41,36,2,8,1,0,0,2,5,0,14,0,0,0,0,1,0,0,.271,.329,.408,.737,9,16,R,B.Norris (50),2016
72,Jun 22,,ATL,"W,3-0",32,32,3,9,0,1,1,3,0,0,8,0,0,0,0,0,0,0,.271,.328,.408,.736,5,11,R,J.Gant (48),2016
73,Jun 23,,CHC,"W,4-2",34,30,4,7,1,0,2,4,4,0,8,0,0,0,0,0,2,1,.270,.328,.409,.737,6,11,L,J.Lester (63),2016
74,Jun 24,,CHC,"L,4-5",36,30,4,2,0,0,1,4,5,0,8,1,0,0,1,0,0,0,.268,.327,.406,.733,5,15,R,K.Hendricks (58),2016
75,Jun 25,,CHC,"W,9-6",37,32,9,10,3,0,1,9,3,0,7,0,0,2,1,1,1,0,.269,.327,.407,.734,4,16,R,J.Lackey (23),2016
76,Jun 26,,CHC,"W,6-1",39,34,6,9,4,0,0,6,3,0,5,2,0,0,1,0,0,0,.269,.328,.407,.734,9,13,R,J.Hammel (57),2016
77,Jun 28,@,DET,"L,5-7",44,41,5,16,1,0,1,5,2,0,3,0,0,1,1,2,0,0,.270,.329,.408,.737,12,9,R,M.Pelfrey (28),2016
78,Jun 29,@,DET,"L,3-10",42,41,3,14,0,1,0,3,1,0,13,0,0,0,0,0,0,0,.272,.329,.408,.737,12,9,L,D.Norris (50),2016
79,Jun 30,@,ATL,"L,5-8",45,34,5,7,1,0,1,5,8,1,8,2,0,1,1,0,0,0,.271,.330,.407,.737,13,14,R,M.Foltynewicz (45),2016
2016
80,Jul 1,@,ATL,"W,7-5",55,50,7,17,3,0,2,7,3,1,10,1,1,0,0,1,1,0,.272,.331,.409,.740,12,21,R,J.Teheran (38),2016
81,Jul 2,@,ATL,"L,1-9",37,33,1,7,1,1,0,1,2,0,9,1,1,0,0,0,0,0,.271,.330,.407,.738,9,16,R,L.Harrell (66),2016
82,Jul 3,@,ATL,"W,5-2",42,38,5,13,0,2,1,5,3,0,7,0,0,1,0,0,1,0,.272,.331,.409,.740,10,14,R,M.Wisler (45),2016
83,Jul 4,@,NYM,"L,6-8",43,41,6,17,2,0,0,5,2,0,10,0,0,0,1,3,1,0,.274,.333,.410,.742,10,14,R,M.Harvey (21),2016
84,Jul 5,@,NYM,"W,5-2",37,34,5,9,0,0,2,5,1,0,8,1,1,0,0,1,1,0,.274,.332,.410,.742,5,12,L,S.Matz (62),2016
85,Jul 6,@,NYM,"L,2-4",34,32,2,7,1,0,2,2,2,0,9,0,0,0,0,2,0,0,.274,.332,.410,.742,5,15,R,J.deGrom (62),2016
86,Jul 8,,CIN,"W,3-1",31,29,3,7,3,0,1,3,2,0,4,0,0,0,0,1,0,0,.273,.331,.411,.742,4,13,R,D.Straily (48),2016
87,Jul 9,,CIN,"W,4-2",33,31,4,8,2,0,0,3,2,0,12,0,0,0,0,1,0,1,.273,.331,.410,.741,5,16,L,J.Lamb (52),2016
88,Jul 10,,CIN,"W,7-3",40,33,7,10,3,0,1,5,5,0,12,1,1,0,0,0,2,0,.273,.332,.411,.743,9,16,L,C.Reed (41),2016
89,Jul 15,@,STL,"W,7-6",44,39,7,13,3,0,0,7,4,1,7,1,0,0,0,1,0,0,.274,.333,.411,.744,10,15,L,J.Garcia (41),2016
90,Jul 16,@,STL,"L,0-5",31,29,0,3,2,0,0,0,2,0,5,0,0,0,0,1,0,0,.273,.331,.409,.740,4,14,R,A.Wainwright (84),2016
91,Jul 17,@,STL,"W,6-3",44,38,6,13,4,0,0,6,3,2,7,1,0,2,0,0,3,0,.273,.332,.409,.741,11,15,R,M.Wacha (38),2016
92,Jul 18,@,PHI,"W,3-2",41,36,3,6,1,0,1,3,4,0,10,0,1,0,0,1,0,0,.272,.331,.408,.739,5,18,R,A.Nola (72),2016
93,Jul 19,@,PHI,"W,2-1",40,34,2,7,1,0,1,2,5,0,8,0,1,0,0,2,1,0,.271,.331,.407,.737,8,16,R,V.Velasquez (68),2016
94,Jul 20,@,PHI,"L,1-4",31,31,1,5,0,0,1,1,0,0,8,0,0,0,1,2,0,0,.270,.329,.405,.735,3,14,R,J.Hellickson (76),2016
95,Jul 21,@,PHI,"W,9-3",44,42,9,16,4,1,1,7,0,0,10,1,1,0,1,1,0,0,.272,.330,.408,.738,8,11,R,J.Eickhoff (33),2016
96,Jul 22,,NYM,"L,3-5",35,33,3,7,3,0,1,3,2,0,7,0,0,0,1,1,0,0,.271,.329,.407,.737,5,15,R,L.Verrett (54),2016
97,Jul 23,,NYM,"W,7-2",42,37,7,15,2,0,1,7,4,0,6,0,1,0,1,1,0,0,.273,.331,.409,.740,11,13,R,J.deGrom (25),2016
98,Jul 24,,NYM,"L,0-3",35,32,0,5,0,0,0,0,2,0,9,1,0,0,0,0,0,0,.272,.330,.407,.737,8,14,L,S.Matz (68),2016
99,Jul 25,,PHI,"L,0-4",30,29,0,2,0,0,0,0,1,0,3,0,0,0,1,0,0,0,.270,.328,.404,.732,3,16,R,J.Hellickson (70),2016
100,Jul 26,,PHI,"W,5-0",37,33,5,9,4,0,0,5,4,1,10,0,0,0,0,0,1,0,.270,.328,.404,.732,8,16,R,J.Eickhoff (70),2016
101,Jul 27,,PHI,"W,11-1",44,35,11,16,4,2,1,10,7,0,4,0,1,1,1,1,0,1,.272,.331,.407,.738,9,12,R,Z.Eflin (18),2016
102,Jul 28,,STL,"L,4-5",33,33,4,8,3,0,1,4,0,0,3,0,0,0,0,2,0,0,.272,.330,.407,.737,2,14,R,M.Wacha (54),2016
103,Jul 29,,STL,"L,6-11",35,35,6,9,3,0,2,6,0,0,7,0,0,0,0,0,0,0,.271,.329,.409,.738,2,14,R,M.Leake (32),2016
104,Jul 30,,STL,"W,11-0",41,35,11,12,6,0,1,11,3,1,5,1,2,0,1,0,1,0,.272,.330,.410,.740,6,15,L,J.Garcia (23),2016
105,Jul 31,,STL,"W,5-4",36,31,5,9,2,1,0,5,4,0,5,1,0,0,0,3,0,1,.272,.331,.410,.741,5,15,R,C.Martinez (47),2016
2016
106,Aug 1,@,CHC,"L,0-5",33,30,0,7,1,0,0,0,3,1,5,0,0,0,0,1,0,1,.272,.330,.409,.740,6,14,R,K.Hendricks (75),2016
107,Aug 2,@,CHC,"L,2-3",37,35,2,9,0,0,0,2,2,0,7,0,0,0,1,1,0,0,.272,.330,.408,.738,8,15,R,J.Hammel (65),2016
108,Aug 3,@,CHC,"L,4-5",39,37,4,11,1,0,2,4,1,0,11,1,0,0,0,1,3,0,.272,.330,.409,.739,8,15,R,J.Lackey (59),2016
109,Aug 5,@,COL,"W,5-3",40,33,5,8,2,0,0,5,5,1,6,0,1,1,1,1,1,0,.272,.330,.408,.738,8,18,L,J.De La Rosa (59),2016
110,Aug 6,@,COL,"L,6-12",43,36,6,10,3,1,1,6,5,0,5,1,1,0,0,0,0,0,.272,.331,.409,.739,10,15,R,C.Bettis (47),2016
111,Aug 7,@,COL,"W,10-7",46,42,10,17,3,1,1,10,3,1,9,0,1,0,2,2,1,0,.273,.332,.411,.742,9,17,R,J.Gray (11),2016
112,Aug 8,,SFG,"L,7-8",55,52,7,13,3,0,2,7,2,0,12,1,0,0,0,2,1,1,.273,.331,.411,.742,6,21,R,J.Cueto (39),2016
113,Aug 9,,SFG,"W,2-0",33,27,2,4,1,0,0,2,6,0,9,0,0,0,0,0,0,0,.272,.331,.409,.740,7,14,L,M.Moore (60),2016
114,Aug 10,,SFG,"L,0-1",34,31,0,5,1,0,0,0,3,0,7,0,0,0,0,0,1,0,.271,.330,.408,.738,7,16,R,J.Samardzija (63),2016
115,Aug 12,,CHW,"L,2-4",35,30,2,4,1,0,0,2,4,0,8,0,0,1,0,0,1,0,.270,.330,.406,.735,6,16,L,C.Rodon (63),2016
116,Aug 13,,CHW,"L,7-8",40,38,7,14,2,1,2,7,1,0,6,1,0,0,0,2,1,0,.271,.330,.408,.738,6,15,R,J.Shields (10),2016
117,Aug 14,,CHW,"W,5-4",34,29,5,9,1,0,0,5,2,0,7,1,2,0,0,1,0,0,.271,.330,.407,.738,5,14,L,C.Sale (44),2016
118,Aug 15,@,CIN,"W,6-3",41,36,6,9,2,1,2,6,5,0,7,0,0,0,1,1,1,0,.271,.331,.408,.739,8,17,L,B.Finnegan (38),2016
119,Aug 16,@,CIN,"L,3-6",36,34,3,9,2,1,1,2,2,0,10,0,0,0,0,1,1,1,.271,.330,.409,.739,6,13,R,A.DeSclafani (56),2016
120,Aug 17,@,CIN,"L,2-3",37,34,2,6,0,0,1,1,3,0,10,0,0,0,1,0,1,0,.270,.330,.408,.737,8,14,R,H.Bailey (54),2016
121,Aug 18,@,CIN,"L,4-5",36,35,4,8,0,0,1,4,1,0,10,0,0,0,2,2,0,0,.270,.329,.407,.736,5,16,R,D.Straily (59),2016
122,Aug 19,@,PIT,"W,6-5",47,39,6,16,0,0,3,6,6,2,6,1,1,0,1,2,0,0,.271,.331,.409,.740,14,16,R,G.Cole (40),2016
123,Aug 20,@,PIT,"W,3-1",33,33,3,6,1,0,1,2,0,0,2,0,0,0,1,1,0,0,.271,.330,.408,.738,3,14,R,C.Kuhl (52),2016
124,Aug 21,@,PIT,"W,3-2",38,34,3,6,1,0,1,2,2,0,8,1,1,0,2,0,1,0,.270,.329,.407,.736,8,14,R,R.Vogelsong (61),2016
125,Aug 23,,KCR,"L,0-1",35,33,0,7,1,0,0,0,2,0,10,0,0,0,0,0,0,1,.269,.329,.406,.735,8,15,R,Y.Ventura (65),2016
126,Aug 24,,KCR,"W,3-0",32,30,3,7,0,0,0,3,1,0,5,0,0,1,0,0,0,0,.269,.328,.405,.733,5,13,R,D.Gee (49),2016
127,Aug 25,,KCR,"L,2-5",40,36,2,8,0,0,0,0,2,0,7,1,1,0,2,0,0,0,.269,.328,.403,.731,11,14,R,E.Volquez (58),2016
128,Aug 26,,SDP,"W,7-6",45,39,7,13,3,0,0,7,6,0,7,0,0,0,1,1,0,0,.269,.328,.404,.732,12,18,R,J.Cosart (52),2016
129,Aug 27,,SDP,"L,0-1",35,34,0,9,1,0,0,0,1,0,6,0,0,0,0,2,0,0,.269,.328,.403,.731,8,17,L,C.Richard (63),2016
130,Aug 28,,SDP,"L,1-3",30,27,1,6,2,0,0,1,3,0,3,0,0,0,0,5,0,0,.269,.328,.402,.730,2,13,R,L.Perdomo (71),2016
131,Aug 29,@,NYM,"L,1-2",41,34,1,5,3,0,0,1,7,0,9,0,0,0,0,1,1,0,.268,.328,.401,.729,10,16,R,R.Montero (60),2016
132,Aug 30,@,NYM,"L,4-7",38,34,4,9,2,1,2,4,2,0,7,1,1,0,0,1,0,0,.268,.328,.402,.730,7,13,R,S.Lugo (57),2016
133,Aug 31,@,NYM,"L,2-5",35,35,2,7,1,0,1,1,0,0,5,0,0,0,1,0,0,0,.268,.327,.401,.728,6,14,R,B.Colon (60),2016
2016
134,Sep 1,@,NYM,"W,6-4",42,37,6,10,2,0,1,6,5,0,9,0,0,0,0,0,2,0,.268,.327,.401,.728,9,15,R,J.deGrom (45),2016
135,Sep 2,@,CLE,"L,2-6",36,35,2,8,2,0,1,2,1,0,13,0,0,0,0,0,0,0,.267,.327,.401,.728,7,9,R,C.Carrasco (76),2016
136,Sep 3,@,CLE,"L,3-8",32,28,3,4,1,0,0,3,3,0,4,0,0,1,0,1,0,1,.267,.326,.400,.726,2,9,R,T.Bauer (64),2016
137,Sep 4,@,CLE,"L,5-6",40,36,5,11,3,0,1,5,2,0,14,0,1,1,1,1,0,2,.267,.326,.400,.726,8,11,R,D.Salazar (62),2016
138,Sep 5,,PHI,"L,2-6",33,32,2,6,1,1,0,2,0,0,7,1,0,0,0,0,0,1,.266,.325,.400,.725,4,17,R,J.Eickhoff (56),2016
139,Sep 6,,PHI,"L,3-4",37,34,3,7,2,0,1,3,3,1,10,0,0,0,1,0,1,0,.266,.325,.399,.724,7,20,L,A.Morgan (63),2016
140,Sep 7,,PHI,"W,6-0",36,33,6,13,3,1,0,5,1,0,3,0,0,2,1,3,1,0,.267,.325,.400,.725,6,16,R,J.Hellickson (41),2016
141,Sep 9,,LAD,"W,4-1",35,31,4,8,1,0,1,4,2,0,8,1,1,0,0,0,1,0,.267,.325,.400,.725,7,16,L,C.Kershaw (46),2016
142,Sep 10,,LAD,"L,0-5",30,30,0,2,0,0,0,0,0,0,12,0,0,0,1,0,0,0,.266,.324,.398,.722,3,17,L,R.Hill (86),2016
143,Sep 11,,LAD,"W,3-0",33,31,3,10,0,0,0,2,1,1,5,0,0,1,0,2,0,0,.266,.324,.398,.721,6,12,R,K.Maeda (48),2016
144,Sep 12,@,ATL,"L,7-12",46,42,7,17,1,0,0,7,2,1,8,1,0,1,0,1,0,0,.267,.325,.398,.723,12,20,R,M.Foltynewicz (25),2016
145,Sep 13,@,ATL,"W,7-5",41,35,7,10,1,1,0,6,4,0,4,1,1,0,1,2,1,0,.267,.325,.398,.723,7,18,R,M.Wisler (17),2016
146,Sep 14,@,ATL,"W,7-5",37,32,7,8,1,1,1,7,2,0,7,1,1,1,1,2,4,0,.267,.325,.398,.723,3,15,R,J.Teheran (40),2016
147,Sep 16,@,PHI,"L,3-4",57,51,3,13,4,0,1,3,4,1,12,1,0,0,0,2,2,0,.267,.325,.398,.723,15,24,L,A.Morgan (45),2016
148,Sep 17,@,PHI,"L,0-8",30,28,0,3,1,0,0,0,0,0,5,2,0,0,0,2,1,0,.266,.324,.397,.721,3,19,R,J.Hellickson (86),2016
149,Sep 18,@,PHI,"W,5-4",38,35,5,8,0,0,1,5,2,0,8,1,0,0,2,1,0,1,.266,.324,.396,.720,6,21,R,A.Asher (47),2016
150,Sep 19,,WSN,"W,4-3",34,31,4,7,3,1,1,4,3,0,7,0,0,0,1,0,0,1,.266,.324,.396,.720,6,20,R,A.Cole (47),2016
151,Sep 20,,WSN,"W,1-0",30,27,1,3,0,0,1,1,3,0,7,0,0,0,0,0,0,0,.265,.323,.396,.719,5,12,R,T.Roark (69),2016
152,Sep 21,,WSN,"L,3-8",33,31,3,4,0,0,2,3,2,0,11,0,0,0,0,0,0,0,.264,.322,.395,.717,3,18,R,M.Scherzer (60),2016
153,Sep 22,,ATL,"L,3-6",37,32,3,6,1,1,1,3,4,0,5,1,0,0,1,2,0,0,.264,.322,.395,.717,7,19,R,J.Collmenter (61),2016
154,Sep 23,,ATL,"L,2-3",33,28,2,3,1,0,0,2,4,0,8,0,1,0,0,0,0,1,.263,.322,.394,.715,4,18,R,M.Wisler (62),2016
155,Sep 24,,ATL,"W,6-4",39,31,6,9,1,1,1,5,6,1,2,1,0,1,0,0,5,1,.263,.322,.394,.716,9,21,R,A.Blair (25),2016
156,Sep 26,,NYM,"W,7-3",40,37,7,14,2,1,1,7,2,1,4,0,1,0,0,0,1,0,.264,.323,.395,.718,9,21,R,B.Colon (13),2016
157,Sep 27,,NYM,"L,1-12",33,32,1,6,0,0,0,1,1,0,11,0,0,0,1,2,1,0,.263,.322,.394,.716,5,23,R,N.Syndergaard (66),2016
158,Sep 28,,NYM,"L,2-5",37,33,2,7,1,0,1,2,3,1,8,0,1,0,0,0,1,0,.263,.322,.394,.716,8,17,R,S.Lugo (49),2016
159,Sep 30,@,WSN,"W,7-4",44,40,7,12,3,0,1,7,3,2,7,0,0,1,2,0,0,0,.263,.322,.394,.716,10,18,R,A.Cole (37),2016
160,Oct 1,@,WSN,"L,1-2",35,30,1,4,0,0,0,1,5,1,7,0,0,0,1,1,1,1,.262,.322,.393,.714,7,14,R,T.Roark (59),2016
161,Oct 2,@,WSN,"L,7-10",42,38,7,14,1,1,2,7,3,2,10,0,1,0,0,1,1,1,.263,.322,.394,.716,8,22,R,M.Scherzer (34),2016
2017
1,Apr 3,@,WSN,"L,2-4",33,33,2,6,2,0,0,2,0,0,5,0,0,0,0,0,0,0,.182,.182,.242,.424,4,12,R,S.Strasburg (60),2017
2,Apr 5,@,WSN,"L,4-6",39,33,4,9,1,0,1,4,2,0,10,3,1,0,0,1,0,0,.227,.282,.318,.600,8,16,R,T.Roark (62),2017
3,Apr 6,@,WSN,"W,4-3",44,40,4,14,1,0,1,4,4,1,9,0,0,0,0,4,1,0,.274,.330,.368,.698,10,17,L,G.Gonzalez (63),2017
4,Apr 7,@,NYM,"W,7-2",43,37,7,11,0,1,1,7,6,0,8,0,0,0,0,1,1,0,.280,.348,.385,.733,9,12,R,Z.Wheeler (33),2017
5,Apr 8,@,NYM,"W,8-1",48,39,8,13,1,1,1,8,7,1,11,0,1,1,1,0,1,0,.291,.366,.407,.772,13,16,R,R.Gsellman (48),2017
6,Apr 9,@,NYM,"L,2-5",31,30,2,5,2,0,0,2,0,0,11,0,1,0,1,0,0,2,.274,.340,.382,.723,2,12,R,N.Syndergaard (70),2017
7,Apr 11,,ATL,"W,8-4",35,30,8,10,0,0,2,8,3,0,7,0,0,2,0,2,1,0,.281,.344,.401,.745,3,15,R,B.Colon (24),2017
8,Apr 12,,ATL,"L,4-5",37,35,4,7,1,0,2,4,2,0,9,0,0,0,1,1,0,0,.271,.332,.401,.733,6,15,L,J.Garcia (41),2017
9,Apr 13,,NYM,"L,8-9",69,57,8,12,1,0,1,8,9,2,16,0,2,1,1,0,0,0,.260,.329,.380,.709,13,21,R,R.Gsellman (34),2017
10,Apr 14,,NYM,"W,3-2",38,34,3,10,1,0,0,3,2,1,6,1,0,1,1,1,1,0,.264,.330,.375,.705,9,17,R,N.Syndergaard (58),2017
11,Apr 15,,NYM,"W,5-4",32,30,5,6,0,0,4,5,2,0,15,0,0,0,0,0,0,0,.259,.324,.392,.716,3,14,R,J.deGrom (73),2017
12,Apr 16,,NYM,"W,4-2",36,34,4,11,2,0,1,4,2,0,7,0,0,0,0,0,0,0,.264,.327,.398,.725,6,16,R,M.Harvey (55),2017
13,Apr 17,@,SEA,"L,1-6",32,32,1,5,0,0,1,1,0,0,8,0,0,0,0,0,0,0,.256,.316,.388,.704,4,10,L,A.Miranda (74),2017
14,Apr 18,@,SEA,"W,5-0",37,35,5,10,1,0,1,4,0,0,6,0,1,1,0,0,1,0,.259,.314,.389,.703,5,10,R,Y.Gallardo (41),2017
15,Apr 19,@,SEA,"L,5-10",41,37,5,14,0,0,3,5,3,0,6,1,0,0,0,2,0,0,.267,.323,.405,.727,9,9,R,F.Hernandez (37),2017
16,Apr 21,@,SDP,"L,3-5",34,32,3,5,1,0,2,3,2,0,7,0,0,0,0,0,0,0,.261,.316,.403,.719,4,12,R,T.Cahill (72),2017
17,Apr 22,@,SDP,"W,6-3",42,41,6,9,0,0,3,4,1,0,7,0,0,0,0,0,1,0,.258,.311,.406,.717,3,16,R,J.Weaver (58),2017
18,Apr 23,@,SDP,"W,7-3",41,37,7,11,1,1,1,7,3,0,9,0,0,1,0,0,0,0,.260,.313,.409,.722,7,13,R,L.Perdomo (49),2017
19,Apr 26,@,PHI,"L,4-7",36,34,4,8,1,1,1,4,2,0,5,0,0,0,0,1,0,0,.259,.311,.409,.720,5,13,R,V.Velasquez (50),2017
20,Apr 27,@,PHI,"L,2-3",37,36,2,9,1,0,0,2,0,0,4,1,0,0,0,0,0,0,.258,.309,.402,.712,8,14,R,J.Hellickson (55),2017
21,Apr 28,,PIT,"L,2-12",40,37,2,10,1,1,0,2,3,0,8,0,0,0,0,0,0,0,.259,.310,.400,.710,11,17,R,J.Taillon (55),2017
22,Apr 29,,PIT,"L,0-4",29,29,0,3,1,0,0,0,0,0,7,0,0,0,0,1,0,0,.253,.303,.390,.693,2,15,R,I.Nova (88),2017
23,Apr 30,,PIT,"W,10-3",43,37,10,15,3,0,1,9,5,0,7,1,0,0,1,3,1,0,.260,.312,.398,.710,9,17,R,C.Kuhl (41),2017
2017
24,May 1,,TBR,"L,2-4",33,30,2,4,1,0,1,2,2,0,7,0,0,1,0,0,3,0,.256,.307,.393,.701,4,15,R,J.Odorizzi (62),2017
25,May 2,,TBR,"L,1-3",37,32,1,6,2,0,0,1,3,1,5,1,1,0,0,0,0,0,.253,.306,.388,.694,9,14,R,A.Cobb (64),2017
26,May 3,@,TBR,"W,10-6",47,42,10,17,2,1,1,10,3,0,11,0,1,1,0,0,0,0,.260,.312,.397,.709,10,9,L,B.Snell (53),2017
27,May 4,@,TBR,"L,1-5",38,33,1,7,0,0,0,1,5,0,11,0,0,0,1,1,0,1,.258,.312,.390,.702,10,9,R,M.Andriese (72),2017
28,May 5,@,NYM,"L,7-8",46,39,7,13,4,0,0,7,4,1,9,3,0,0,0,1,2,0,.261,.317,.392,.709,12,14,R,R.Montero (28),2017
29,May 6,@,NYM,"L,3-11",37,35,3,10,1,0,2,3,0,0,2,2,0,0,0,2,1,0,.262,.318,.395,.713,7,13,R,R.Gsellman (41),2017
30,May 7,@,NYM,"W,7-0",43,39,7,13,4,0,3,6,3,0,8,0,1,0,0,0,0,0,.265,.320,.405,.725,9,15,L,A.Wilk (24),2017
31,May 8,,STL,"L,4-9",33,31,4,7,0,0,3,4,2,0,8,0,0,0,0,2,0,0,.264,.319,.408,.727,2,14,R,C.Martinez (55),2017
32,May 9,,STL,"L,5-6",36,29,5,6,1,0,0,5,4,1,4,1,1,1,0,2,0,0,.262,.319,.404,.722,4,15,R,A.Wainwright (44),2017
33,May 10,,STL,"L,5-7",43,35,5,9,2,0,2,5,8,1,9,0,0,0,0,1,2,0,.262,.321,.406,.727,11,16,R,L.Lynn (37),2017
34,May 12,,ATL,"L,4-8",39,37,4,11,0,0,3,4,0,0,7,2,0,0,1,1,0,0,.263,.321,.410,.732,8,16,R,M.Foltynewicz (60),2017
35,May 13,,ATL,"L,1-3",34,32,1,5,3,0,1,1,2,0,6,0,0,0,0,0,0,0,.260,.319,.409,.727,6,15,R,J.Teheran (68),2017
36,May 14,,ATL,"W,3-1",32,27,3,5,1,0,1,3,4,0,2,1,0,0,0,2,0,0,.259,.318,.407,.726,5,13,R,R.Dickey (53),2017
37,May 15,,HOU,"L,2-7",38,35,2,12,2,0,1,2,2,0,10,0,1,0,0,1,0,0,.261,.320,.409,.729,9,14,R,J.Musgrove (53),2017
38,May 16,,HOU,"L,2-12",34,32,2,4,0,0,0,2,2,0,9,0,0,0,2,1,0,0,.258,.317,.402,.719,5,17,L,D.Keuchel (55),2017
39,May 17,,HOU,"L,0-3",36,30,0,3,1,0,0,0,4,0,5,2,0,0,0,0,1,0,.254,.315,.396,.711,9,16,R,L.McCullers (67),2017
40,May 18,@,LAD,"L,2-7",36,32,2,7,2,0,2,2,3,0,13,1,0,0,0,1,0,0,.253,.315,.398,.713,7,14,L,H.Ryu (48),2017
41,May 19,@,LAD,"L,2-7",36,32,2,9,2,0,1,2,2,0,6,1,0,1,1,4,0,0,.254,.315,.399,.714,7,15,L,A.Wood (68),2017
42,May 20,@,LAD,"W,10-6",44,39,10,14,4,1,1,10,4,0,9,0,1,0,1,1,1,1,.257,.318,.404,.722,7,14,L,J.Urias (14),2017
43,May 21,@,LAD,"L,3-6",35,33,3,7,2,0,1,3,2,0,7,0,0,0,0,1,0,0,.256,.317,.403,.720,5,15,R,B.McCarthy (66),2017
44,May 23,@,OAK,"W,11-9",47,45,11,19,3,1,1,11,2,0,8,0,0,0,0,1,2,0,.261,.320,.409,.729,9,10,R,J.Hahn (24),2017
45,May 24,@,OAK,"L,1-4",34,32,1,4,1,0,0,0,2,0,13,0,0,0,1,0,0,0,.258,.317,.404,.721,6,10,R,S.Gray (77),2017
46,May 26,,LAA,"W,8-5",40,36,8,14,4,0,3,8,3,2,5,1,0,0,0,0,0,1,.261,.320,.412,.732,8,14,R,J.Chavez (25),2017
47,May 27,,LAA,"L,2-5",34,32,2,8,1,0,1,1,2,0,6,0,0,0,0,2,0,0,.261,.320,.411,.731,5,16,R,J.Ramirez (63),2017
48,May 28,,LAA,"W,9-2",41,34,9,12,3,0,2,8,5,0,6,0,1,1,0,0,1,0,.263,.322,.415,.737,8,16,R,M.Shoemaker (37),2017
49,May 29,,PHI,"W,4-1",33,28,4,7,1,0,1,4,3,1,2,1,1,0,0,2,0,0,.262,.323,.415,.737,5,14,R,J.Hellickson (44),2017
50,May 30,,PHI,"W,7-2",40,35,7,10,2,0,2,5,5,0,11,0,0,0,1,1,0,0,.263,.324,.417,.740,9,15,R,V.Velasquez (45),2017
51,May 31,,PHI,"W,10-2",42,36,10,14,0,0,3,10,4,0,10,0,1,1,0,0,2,0,.265,.326,.421,.747,8,12,R,A.Nola (36),2017
2017
52,Jun 1,,ARI,"L,2-3",34,31,2,5,1,0,0,1,3,0,12,0,0,0,0,1,2,0,.264,.325,.417,.742,5,14,R,Z.Greinke (69),2017
53,Jun 2,,ARI,"W,7-5",37,35,7,11,2,0,3,7,2,0,7,0,0,0,1,1,0,0,.265,.325,.421,.746,6,16,L,P.Corbin (30),2017
54,Jun 3,,ARI,"W,3-0",36,32,3,9,1,0,0,3,4,2,8,0,0,0,1,2,2,0,.265,.326,.419,.745,9,9,R,R.Delgado (55),2017
55,Jun 4,,ARI,"W,6-5",41,34,6,12,3,0,1,6,4,0,5,0,0,2,1,1,1,0,.266,.327,.421,.749,11,17,R,B.Shipley (35),2017
56,Jun 5,@,CHC,"L,1-3",32,30,1,6,3,0,0,1,1,0,7,0,0,1,0,1,0,0,.265,.326,.420,.745,4,11,R,E.Butler (62),2017
57,Jun 6,@,CHC,"L,2-10",34,30,2,3,1,1,0,2,4,0,9,0,0,0,1,1,0,0,.263,.324,.416,.740,5,15,R,J.Arrieta (62),2017
